"","scpt","cpmt","management_prescription","last_thinned","next_thin_date","selection_type","species","plyr","next_intervention_year","next_intervention_type","heightChange","gapArea_2017","gapArea_2024","meanFHD_2017","meanFHD_2024","stems_2017","stems_2024"
"549","A",4516,NA,"2017<2024",2024,"Crown","Beech",1933,NA,NA,2.93393228741144,1476.11692648451,1656.25321678913,1.37056856187291,1.52397993311037,293,245
"550","A",3604,NA,"< 2016",2025,"Intermediate","European Ash",1964,NA,NA,2.81184801021729,1510.12783039939,598.446982533147,1.93517857142857,1.57916666666667,253,254
"551","B",4617,"Thin to develop FC and secondary FC trees. ","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1948,-1,"Felling",3.23270152436307,1066.8004341283,396.29734603846,1.75166666666667,1.45357142857143,382,337
"552","B",4340,NA,"2017<2024",2025,"No Thin","Corsican pine",1974,-1,"Felling",-4.71750250437948,2147.61370908622,10366.7899804563,1.58466666666667,2.25522222222222,502,485
"553","B",4605,NA,"2017<2024",2024,"Line Intermediate","Scots pine",1992,-1,"Felling",1.60901175262366,963.723545380017,1012.76035466693,1.78615384615385,1.72230769230769,177,180
"554","O",3225,NA,"2017<2024",2024,"Intermediate","Hybrid larch",1990,2046,"Felling",3.44352657643064,57.0424791450496,0,1.61028571428571,1.37457142857143,29,29
"555","F",3232,NA,"< 2016",2026,"Neutral","Oak (robur/petraea)",1820,-1,"Felling",2.01591599271596,396.295528079034,194.144789139013,1.40446428571429,1.4,25,24
"556","L",4636,NA,"2017<2024",2025,"Intermediate","Hybrid larch",1961,-1,"Felling",-5.22642563664738,0,171.126729739277,2.0115,2.234,37,26
"557","B",3210,NA,"2017<2024",2028,"Intermediate","Lawsons cypress",1951,2040,"Felling",-0.0497472268237069,478.355255587143,623.463005023426,1.712,1.7815,241,254
"558","I",4457,"Thin to develop crowns and opportunity for group plantings","2017<2024",2024,"Intermediate","Beech",1961,-1,"Felling",0.085088816447802,0,150.11299984264,1.23142857142857,1.66071428571429,81,80
"559","D",4463,"develop crowns through thinning
Retain clusters to become future veterans with possible future U/Plant","2017<2024",2024,"Line Intermediate","Corsican pine",1994,2024,"Felling",2.5821004371113,2065.55137370844,880.661423540791,2.61571428571429,2.21892857142857,111,114
"560","E",4411,NA,"2017<2024",2027,"Intermediate","Norway spruce",1985,2053,"Felling",-0.740306101029764,2190.64711957683,2548.91660278195,2.27194444444444,2.4475,43,48
"561","I",4446,"Thinning and underplanting/group planting","2017<2024",2025,"Intermediate","Douglas fir",1971,-1,"Felling",0.416400725348798,61.0460149968567,104.078448830427,1.339,2.04,38,34
"562","D",4621,NA,"2017<2024",2028,"Crown","Scots pine",1931,2101,"Felling",-0.253550900654563,246.184694064046,228.171181206577,1.67466666666667,1.6952380952381,188,199
"563","E",4638,NA,"2017<2024",2028,"Crown","Scots pine",1935,-1,"Felling",0.205006631720508,648.484852979134,691.51700109565,1.95241666666667,1.86,173,157
"564","B",4225,NA,"2017<2024",2027,"Intermediate","Norway spruce",1969,2101,"Felling",0.622429375137857,377.280599808342,413.307371162758,1.41388888888889,1.298125,392,385
"565","A",4520,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1941,NA,NA,-1.65741645920447,292.220734288705,1363.02956959273,1.52921568627451,1.63377450980392,281,253
"566","A",4540,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1906,2025,NA,1.89806822267,5891.44082429867,4429.33865505384,1.37514403292181,1.55526748971193,1069,952
"567","D",3604,NA,"< 2016",2025,"Intermediate","Mixed broadleaves",1925,NA,NA,2.43256457670995,611.457086959301,128.095756737152,1.65896103896104,1.51519480519481,44,43
"568","B",4346,"Thinning","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1947,-1,"Felling",1.68666071224312,1545.16303019015,2397.80479888693,1.82614583333333,1.78958333333333,208,204
"569","K",3116,NA,"2017<2024",2024,"Intermediate","Western hemlock",1966,NA,NA,-0.100538508987948,269.195853849058,432.314532430188,1.59555555555556,1.77638888888889,75,71
"570","A",3131,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1932,NA,NA,2.37464485526342,742.541769888281,508.370911495731,1.42931818181818,1.48375,371,326
"571","C",3203,NA,"2017<2024",2024,"Intermediate","Hybrid larch",1989,2046,"Felling",3.46660434126604,170.126412136386,50.0371797174594,1.37296296296296,1.23839506172839,173,184
"572","D",3203,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1948,-1,"Felling",2.70215324196319,647.481273234735,277.206032500355,1.42435897435897,1.29448717948718,109,99
"573","C",4640,"Thin","2017<2024",2024,"Intermediate","Oak (robur/petraea)",1950,-1,"Felling",0.0175748294571568,2014.49592166756,3656.71531257711,1.84933884297521,1.96289256198347,265,250
"574","I",4462,"develop crowns through thinning
Retain clusters to become future veterans with possible future U/Plant","2017<2024",2026,"Intermediate","Norway spruce",1942,2024,"Felling",-3.96613594940823,28.0210613131057,252.189578161284,1.54809523809524,2.01047619047619,54,60
"575","F",4510,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1930,NA,NA,0.232797405083295,508.383889228528,640.483650069145,1.47657142857143,1.79785714285714,96,87
"576","B",4636,NA,"2017<2024",2035,"Neutral","Oak (robur/petraea)",1813,-1,"Felling",-3.00816457999134,3084.30654613174,6252.67612206544,1.32293154761905,1.40133928571429,290,274
"577","N",4462,"develop crowns through thinning
Retain clusters to become future veterans with possible future U/Plant","2017<2024",2028,"Crown","Scots pine",1942,2024,"Felling",-12.5812717538474,0,1522.14428567402,1.479,2.3905,26,17
"578","D",4517,NA,"2017<2024",2025,"Intermediate","European larch",1915,NA,NA,-0.293438103137055,200.151059160438,341.257552511699,1.39758928571429,1.66910714285714,109,87
"579","A",4319,NA,"< 2016",2025,"Neutral","Oak (robur/petraea)",1812,NA,NA,1.23122468682694,16493.3271425888,13904.3920523881,2.27144032921811,2.2801646090535,307,279
"580","A",3227,NA,"2017<2024",2024,"Intermediate","Western hemlock",1968,-1,"Felling",2.83612003586198,1216.9069421417,205.152906976407,1.49028125,1.35496875,529,512
"581","G",3145,NA,"2017<2024",2024,"Intermediate","European Ash",1911,NA,NA,2.94628167359087,684.50499541327,603.445169100902,1.70511904761905,1.60202380952381,147,153
"582","G",4430,NA,"2017<2024",2024,"Intermediate","Beech",1965,2025,"Felling",0.621936161524915,279.209434003358,473.355081396665,1.596875,1.60025,33,32
"583","J",4207,NA,"2017<2024",2026,"Intermediate","Hybrid larch",1961,2101,"Felling",-1.91923503015037,183.136186661395,262.195000292093,1.69555555555556,1.73722222222222,38,36
"584","G",4207,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1951,2101,"Felling",0.0915742762326518,177.131771545981,215.160072024344,2.02857142857143,2.03690476190476,66,73
"585","H",4207,NA,"2017<2024",2026,"No Thin","Corsican pine",1967,2101,"Felling",-0.823426168410584,180.13388766483,215.159959435652,1.65357142857143,1.8652380952381,62,67
"586","C",4207,NA,"2017<2024",2026,"Intermediate","Scots pine",1959,-1,"Felling",-1.1665615278143,344.256515419278,1288.96031438812,1.6977037037037,2.04133333333333,262,253
"587","B",4306,NA,"2017<2024",2026,"Intermediate","Norway spruce",1969,2025,"Felling",-1.48811625984347,235.176324854583,1730.29727481431,1.3953125,1.59049107142857,401,394
"588","A",3104,NA,"2017<2024",2035,"Neutral","Oak (robur/petraea)",1840,NA,NA,2.47639346919482,4140.01228474299,3364.44794366504,1.518375,1.4908125,285,267
"589","A",4621,NA,"2017<2024",2025,"Intermediate","Norway spruce",1995,2060,"Felling",1.79957936650029,218.163615011581,2901.17567826329,1.53744107744108,1.40680134680135,806,785
"590","A",4646,"Retain SP and CAR","2017<2024",2025,"Intermediate","Japanese larch",1932,-1,"Felling",-2.06220836672615,441.329928629457,1988.48698143122,1.55219696969697,2.01151515151515,308,264
"591","D",3128,NA,"< 2016",2030,"Neutral","Oak (robur/petraea)",1801,NA,NA,4.14372142455583,1825.33215480532,567.414077200359,1.86049382716049,1.5412962962963,161,147
"592","A",4451,"Thin to develop multiple cohorts of final crop trees over time","2017<2024",2024,"Crown","Oak (robur/petraea)",1941,-1,"Felling",-2.1801921327002,885.669052135541,5838.41058030949,1.43119047619048,1.96038095238095,444,403
"593","I",3203,NA,"< 2016",2028,"Intermediate","Beech",1920,-1,"Felling",3.49948593379541,64.0475964064826,0,1.35038461538462,1.25576923076923,43,42
"594","K",3301,NA,"< 2016",2025,"Intermediate","Hybrid larch",1970,2026,"Felling",4.12365919362377,103.077254718417,0,1.39365079365079,1.06380952380952,95,91
"595","B",4623,NA,"2017<2024",2028,"Line Intermediate","Western hemlock",2010,-1,"Felling",-3.40946731176466,280.210410626358,1831.37508519288,1.41877777777778,1.95955555555556,190,189
"596","A",3420,NA,"2017<2024",2024,"Intermediate","Western red cedar",1967,2037,"Felling",1.12900045705353,161.120370411823,151.112891042154,1.39588888888889,1.44727777777778,369,393
"597","B",4545,NA,"2017<2024",2024,"Crown","Beech",1942,NA,NA,2.33915505802686,318.240090588108,937.707526317747,1.3321,2.1338,292,237
"598","D",3202,NA,"2017<2024",2024,"Intermediate","Douglas fir",1989,2080,"Felling",4.22007811869268,170.12629625835,110.081720144102,1.41287037037037,1.29444444444444,205,217
"599","E",3203,NA,"2017<2024",2035,"Neutral","Oak (robur/petraea)",1812,-1,"Felling",1.27692734223734,2329.73173546473,1952.45133204942,1.46094444444444,1.42661111111111,76,74
"600","F",3203,NA,"2017<2024",2024,"Intermediate","Douglas fir",1989,2080,"Felling",4.02013657516781,0,0,1.13125,1.14214285714286,108,101
"601","F",4404,NA,"2017<2024",2027,"Intermediate","Douglas fir",1960,2053,"Felling",-0.45752950757632,274.206107260143,462.34753633834,1.89969696969697,1.96727272727273,67,68
"602","P",3438,NA,"2017<2024",2027,"Intermediate","Douglas fir",1971,NA,NA,-4.55331989019104,58.0433580656463,628.469398309731,1.4025,1.44169642857143,60,45
"603","F",4216,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1953,-1,"Felling",2.21281379477879,272.203677941892,297.222403348649,1.4963125,1.32975,116,104
"604","A",4458,"Thin and develop crowns and opportunity for conifer regen and underplanting","2017<2024",2025,"Intermediate","Douglas fir",1973,-1,"Felling",-1.58269647412881,966.729359604993,5886.44138488534,1.6727619047619,2.06061904761905,548,486
"605","E",4313,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1939,-1,"Felling",2.09128561618929,101.075827714056,49.0367815185236,1.70309523809524,1.35095238095238,91,70
"606","A",4356,NA,"2017<2024",2026,"Intermediate","Western red cedar",1974,-1,"Felling",0.707729223837749,1046.78456487694,691.518290945991,1.32639705882353,1.32415441176471,378,362
"607","B",4317,NA,"2017<2024",2024,"Crown","Oak (robur/petraea)",1942,-1,"Felling",1.53574598241931,65.0487055669728,303.227099187774,1.28212962962963,1.49907407407407,243,202
"608","I",3412,NA,"2017<2024",NA,"","Sweet chestnut",1980,2038,"Felling",0.189637422459664,124.092618986208,110.082152757321,1.83958333333333,1.71541666666667,33,37
"609","C",4144,NA,"2017<2024",2024,"Intermediate","Red oak",1954,2046,"Felling",3.59411328215766,1677.26670434378,1983.49801911006,1.72159722222222,1.66395833333333,138,118
"610","D",4325,NA,"2017<2024",2024,"Intermediate","Oak (robur/petraea)",1915,-1,"Felling",1.02045517064183,87.065212499474,97.072711654102,1.66371428571429,1.94,47,43
"611","C",4325,NA,"2017<2024",2026,"Intermediate","Hybrid larch",1973,2026,"Felling",-2.19687109100514,0,146.109536529839,1.678125,1.991875,154,138
"612","C",4603,"Thin and u/p","2017<2024",2024,"Crown","Oak (robur/petraea)",1940,-1,"Felling",0.15065163531306,54.0405414813795,15.0112608095806,1.19194444444444,1.35125,90,89
"613","E",4358,NA,"2017<2024",2026,"Intermediate","Douglas fir",1987,-1,"Felling",1.78019776172016,218.163653223084,422.31679636662,1.4731746031746,1.68269841269841,129,120
"614","C",4510,NA,"2017<2024",2024,"Intermediate","Beech",1915,2027,"Felling",2.15218233796821,356.268965515475,287.216842576367,1.40355555555556,1.45622222222222,93,86
"615","F",4408,NA,"2017<2024",2025,"Intermediate","Douglas fir",1957,2053,"Felling",-0.766830432813415,368.276720611706,346.260138299316,1.98984375,1.8240625,85,83
"616","G",3504,NA,"< 2016",2025,"Crown","Coast redwood",1936,NA,NA,2.59221887040487,49.0350489855045,0,1.38897959183673,1.25,33,29
"617","G",4406,"Halo vet OK, retain deadwood & W'blow. Thin around SpHse Lake to 50% tree cover","2017<2024",2027,"Intermediate","Norway spruce",1964,-1,"Felling",1.70559477037163,1353.01705670828,727.546887907476,1.89632653061224,1.79408163265306,50,57
"618","N",4638,NA,"2017<2024",2024,"Crown","Beech",1931,-1,"Felling",2.79423235352086,317.237188434352,84.0628554397044,1.816,1.70166666666667,22,31
"619","C",4331,NA,"2017<2024",2026,"Intermediate","Scots pine",1978,-1,"Felling",0.646882081882588,1179.88388498945,1410.05629140011,1.62222222222222,1.83314814814815,181,216
"620","C",4634,NA,"2017<2024",2024,"Line Intermediate","Beech",1984,-1,"Felling",-2.4492204032895,2140.59303248276,7466.55570129759,1.93471153846154,2.29432692307692,117,124
"621","B",4459,"20-30yr rotation","2017<2024",2024,"Intermediate","Sweet chestnut",1972,-1,"Felling",3.57817916353688,1446.08986994695,2873.16508545572,1.42205333333333,1.52901333333333,572,546
"622","F",3504,NA,"< 2016",2031,"Intermediate","Beech",1936,NA,NA,1.81553095260493,1382.98766262032,1234.88189355735,2.0356,1.8324,28,25
"623","H",4312,NA,"2017<2024",2026,"Intermediate","Beech",1939,-1,"Felling",2.27891149713863,0,0,1.2884126984127,1.36365079365079,45,38
"624","C",4313,NA,"2017<2024",2024,"Crown","Sweet chestnut",1932,-1,"Felling",5.48658201752943,2206.65529407327,1145.85963159469,1.92407407407407,1.68203703703704,114,90
"625","C",4429,"Develop crowns of B'lves & thin out WH replace with OK & SP","2017<2024",2024,"Intermediate","Beech",1964,-1,"Felling",1.26499222573698,280.210674404676,330.24828484442,1.26813636363636,1.23622727272727,38,43
"626","D",3231,NA,"< 2016",2031,"Neutral","Oak (robur/petraea)",1816,-1,"Felling",2.81771432933014,208.155223599781,76.0567158702615,1.61883928571429,1.51401785714286,79,60
"627","D",4608,NA,"2017<2024",2024,"Line Intermediate","Oak (robur/petraea)",1974,-1,"Felling",-0.0674395387156426,14.0104956861542,201.150703439489,1.46458333333333,1.59097222222222,46,50
"628","C",4438,"Thin CP and underplant
Develop young SP into groups thinning to develop crowns ","2017<2024",2026,"Intermediate","Scots pine",1985,-1,"Felling",2.40278338506516,779.585735745764,564.424067032684,2.09214285714286,1.89982142857143,94,101
"629","C",4525,NA,"2017<2024",2024,"Intermediate","Norway spruce",1958,-1,"Felling",-0.511429144493595,647.490774690232,1486.12634596066,1.52484848484848,1.62830303030303,236,226
"630","K",4639,NA,"2017<2024",2025,"Intermediate","Hybrid larch",1964,2028,"Felling",-1.81182570127763,23.0171239227857,77.0573118054526,1.36488888888889,1.66466666666667,81,75
"631","E",3129,NA,"2017<2024",2025,"Line Intermediate","Hybrid larch",1992,NA,NA,4.97016020578495,2035.49649037243,983.723267913971,2.06160714285714,1.76821428571429,101,96
"632","A",3320,NA,"< 2016",2030,"Neutral","Oak (robur/petraea)",1818,NA,NA,3.60893915492758,19606.6943331546,10638.9735828616,2.14842560553633,1.99610726643599,994,821
"633","A",4515,NA,"2017<2024",2027,"Intermediate","Douglas fir",1969,-1,"Felling",1.94866251904449,9211.9475671949,8750.59954277522,1.68262962962963,1.60088888888889,720,724
"634","E",4454,"thinning to develop crowns
underplanting","2017<2024",2027,"Intermediate","Douglas fir",1983,2025,"Felling",2.17164851243462,0,28.0211099096268,1.42942857142857,1.91057142857143,127,125
"635","F",3129,NA,"2017<2024",2025,"Intermediate","Douglas fir",1927,NA,NA,4.06544499584695,870.639775729636,717.527217161914,1.89166666666667,1.74805555555556,77,80
"636","C",3410,NA,"2017<2024",2031,"Intermediate","Oak (robur/petraea)",1920,NA,NA,1.85307215484205,1572.17586888719,1540.15182390399,1.27835087719298,1.32059649122807,195,159
"637","C",4204,NA,"< 2016",2030,"Neutral","Oak (robur/petraea)",1812,-1,"Felling",2.58243444095125,2308.72336852056,1594.19019344458,1.27949652777778,1.24723958333333,195,157
